Name,StartAddress,EndAddress,Size
FUN_80046354,0x80046354,0x8004658B,0x238
FUN_8004658c,0x8004658C,0x8004662F,0xA4
FUN_80046630,0x80046630,0x80046983,0x354
FUN_80046984,0x80046984,0x800469DF,0x5C
FUN_800469e0,0x800469E0,0x80046ACB,0xEC
FUN_80046acc,0x80046ACC,0x80046B03,0x38
FUN_80046c7c,0x80046C7C,0x80046D23,0xA8
FUN_80046d24,0x80046D24,0x80046D9B,0x78
FUN_80046d9c,0x80046D9C,0x80046DFB,0x60
FUN_80046eac,0x80046EAC,0x80046F7F,0xD4
FUN_80046f80,0x80046F80,0x8004716B,0x1EC
FUN_8004716c,0x8004716C,0x80047193,0x28
FUN_80047194,0x80047194,0x8004746F,0x2DC
FUN_80047470,0x80047470,0x800474C3,0x54
FUN_800474c4,0x800474C4,0x800474EB,0x28
FUN_800474ec,0x800474EC,0x8004753F,0x54
FUN_80047540,0x80047540,0x80047567,0x28
FUN_80047568,0x80047568,0x80047617,0xB0
FUN_80047618,0x80047618,0x80047737,0x120
FUN_80047738,0x80047738,0x800477A7,0x70
FUN_800477a8,0x800477A8,0x80047947,0x1A0
FUN_80047948,0x80047948,0x800479DB,0x94
FUN_800479dc,0x800479DC,0x80047AF7,0x11C
FUN_80047af8,0x80047AF8,0x80047B5F,0x68
FUN_80047d30,0x80047D30,0x80047DA7,0x78
FUN_80047da8,0x80047DA8,0x80047E07,0x60
FUN_80047e08,0x80047E08,0x80047EC7,0xC0
FUN_80047ec8,0x80047EC8,0x80048057,0x190
FUN_80048198,0x80048198,0x800482EF,0x158
FUN_800482f0,0x800482F0,0x80048647,0x358
FUN_80048648,0x80048648,0x8004875B,0x114
FUN_8004875c,0x8004875C,0x800487DF,0x84
FUN_800487e0,0x800487E0,0x80048857,0x78
FUN_80048858,0x80048858,0x8004893F,0xE8
FUN_80048940,0x80048940,0x80048C1F,0x2E0
FUN_80048c20,0x80048C20,0x80048DE3,0x1C4
FUN_80048de4,0x80048DE4,0x80048E3B,0x58
FUN_80048e3c,0x80048E3C,0x80048EEF,0xB4
FUN_80048ef0,0x80048EF0,0x80048F7F,0x90
FUN_80048f80,0x80048F80,0x8004932B,0x3AC
FUN_8004932c,0x8004932C,0x8004937B,0x50
FUN_8004937c,0x8004937C,0x80049537,0x1BC
FUN_80049538,0x80049538,0x800495BB,0x84
FUN_800495bc,0x800495BC,0x800497C7,0x20C
FUN_800497c8,0x800497C8,0x800498AF,0xE8
FUN_800498b0,0x800498B0,0x8004996B,0xBC
FUN_80049a30,0x80049A30,0x80049B5B,0x12C
FUN_80049b5c,0x80049B5C,0x80049C3F,0xE4
FUN_80049c40,0x80049C40,0x80049FD3,0x394
FUN_80049fd4,0x80049FD4,0x8004A043,0x70
FUN_8004a044,0x8004A044,0x8004A6E3,0x6A0
FUN_8004a6e4,0x8004A6E4,0x8004A767,0x84
FUN_8004a768,0x8004A768,0x8004A797,0x30
FUN_8004a798,0x8004A798,0x8004A7B7,0x20
FUN_8004a7b8,0x8004A7B8,0x8004ACEB,0x534
FUN_8004acec,0x8004ACEC,0x8004AD8F,0xA4
FUN_8004ad90,0x8004AD90,0x8004AE1F,0x90
FUN_8004ae68,0x8004AE68,0x8004AEBB,0x54
FUN_8004aebc,0x8004AEBC,0x8004AF1B,0x60
FUN_8004af1c,0x8004AF1C,0x8004AF4F,0x34
FUN_8004af50,0x8004AF50,0x8004AFA3,0x54
FUN_8004afa4,0x8004AFA4,0x8004B04B,0xA8
FUN_8004b04c,0x8004B04C,0x8004B0DF,0x94
FUN_8004b0e0,0x8004B0E0,0x8004B113,0x34
FUN_8004b114,0x8004B114,0x8004B243,0x130
FUN_8004b244,0x8004B244,0x8004B357,0x114
FUN_8004b358,0x8004B358,0x8004B37F,0x28
FUN_8004b380,0x8004B380,0x8004B3A7,0x28
FUN_8004b3a8,0x8004B3A8,0x8004B3D3,0x2C
FUN_8004b3d4,0x8004B3D4,0x8004B3FF,0x2C
FUN_8004b400,0x8004B400,0x8004B4F7,0xF8
FUN_8004b4f8,0x8004B4F8,0x8004B5FF,0x108
FUN_8004b600,0x8004B600,0x8004B687,0x88
FUN_8004b688,0x8004B688,0x8004B70F,0x88
FUN_8004b710,0x8004B710,0x8004B7BF,0xB0
FUN_8004b7c0,0x8004B7C0,0x8004B7F7,0x38
FUN_8004b7f8,0x8004B7F8,0x8004B81F,0x28
FUN_8004b820,0x8004B820,0x8004B847,0x28
FUN_8004b848,0x8004B848,0x8004B883,0x3C
FUN_8004b884,0x8004B884,0x8004B8AB,0x28
FUN_8004b8ac,0x8004B8AC,0x8004B8D3,0x28
FUN_8004b8d4,0x8004B8D4,0x8004B90F,0x3C
FUN_8004b910,0x8004B910,0x8004B937,0x28
FUN_8004b938,0x8004B938,0x8004B95F,0x28
FUN_8004b960,0x8004B960,0x8004B99B,0x3C
FUN_8004b99c,0x8004B99C,0x8004B9C3,0x28
FUN_8004b9c4,0x8004B9C4,0x8004B9EB,0x28
FUN_8004b9ec,0x8004B9EC,0x8004BA27,0x3C
FUN_8004ba28,0x8004BA28,0x8004BA77,0x50
FUN_8004ba78,0x8004BA78,0x8004BB9F,0x128
FUN_8004bba0,0x8004BBA0,0x8004BBCB,0x2C
FUN_8004bbcc,0x8004BBCC,0x8004BBF3,0x28
FUN_8004bbf4,0x8004BBF4,0x8004BC87,0x94
FUN_8004bc88,0x8004BC88,0x8004BF73,0x2EC
FUN_8004bf74,0x8004BF74,0x8004BFFB,0x88
FUN_8004bffc,0x8004BFFC,0x8004C077,0x7C
FUN_8004c078,0x8004C078,0x8004C0B3,0x3C
FUN_8004c0b4,0x8004C0B4,0x8004C0EF,0x3C
FUN_8004c0f0,0x8004C0F0,0x8004C127,0x38
FUN_8004c128,0x8004C128,0x8004C14F,0x28
FUN_8004c150,0x8004C150,0x8004C177,0x28
FUN_8004c178,0x8004C178,0x8004C1AF,0x38
FUN_8004c1b0,0x8004C1B0,0x8004C1D7,0x28
FUN_8004c1d8,0x8004C1D8,0x8004C1FF,0x28
FUN_8004c200,0x8004C200,0x8004C237,0x38
FUN_8004c238,0x8004C238,0x8004C25F,0x28
FUN_8004c260,0x8004C260,0x8004C287,0x28
FUN_8004c288,0x8004C288,0x8004C2BF,0x38
FUN_8004c2c0,0x8004C2C0,0x8004C2E7,0x28
FUN_8004c2e8,0x8004C2E8,0x8004C30F,0x28
FUN_8004c310,0x8004C310,0x8004C343,0x34
FUN_8004c344,0x8004C344,0x8004C433,0xF0
FUN_8004c434,0x8004C434,0x8004C45B,0x28
FUN_8004c45c,0x8004C45C,0x8004C487,0x2C
FUN_8004c488,0x8004C488,0x8004CE53,0x9CC
FUN_8004cfc0,0x8004CFC0,0x8004D003,0x44
FUN_8004d004,0x8004D004,0x8004D02B,0x28
FUN_8004d16c,0x8004D16C,0x8004D327,0x1BC
FUN_8004d328,0x8004D328,0x8004D3C3,0x9C
FUN_8004d3c4,0x8004D3C4,0x8004D513,0x150
FUN_8004d514,0x8004D514,0x8004D80B,0x2F8
FUN_8004d80c,0x8004D80C,0x8004D9CF,0x1C4
FUN_8004d9d0,0x8004D9D0,0x8004D9F7,0x28
FUN_8004d9f8,0x8004D9F8,0x8004DA73,0x7C
FUN_8004da74,0x8004DA74,0x8004DAE7,0x74
FUN_8004dae8,0x8004DAE8,0x8004DCF3,0x20C
FUN_8004dcf4,0x8004DCF4,0x8004DDC3,0xD0
FUN_8004ddc4,0x8004DDC4,0x8004DE07,0x44
FUN_8004de08,0x8004DE08,0x8004DEC3,0xBC
FUN_8004dec4,0x8004DEC4,0x8004DF8F,0xCC
FUN_8004df90,0x8004DF90,0x8004E12F,0x1A0
FUN_8004e184,0x8004E184,0x8004E46B,0x2E8
